system	feature	relative_time_ms	estimate	SE	z	p_value	CI95_low	CI95_high	SESOI_lower	SESOI_upper	TOST_p_lower	TOST_p_upper	TOST_p	TOST_equivalent_alpha_0_05	p_Bonferroni_within_trajectory	p_BH_global	TOST_p_Bonferroni_within_trajectory	TOST_p_BH_global	predefined_followup_significant	SESOI_equivalent	followup_classification
A01	energy	-15	0.0049566688306773	0.00981701710836279	0.504905795310765	0.613625003509921	-0.0142843311373273	0.0241976687986819	-0.1	0.1	0	1.8070883967618e-22	1.8070883967618e-22	TRUE	1	0.69060902732677	1.62637955708562e-21	2.66043569523265e-21	FALSE	TRUE	NOT_SIGNIFICANT
A01	energy	-10	0.0361839449786082	0.0117581000279729	3.07736325533254	0.00208840632701678	0.013138492397162	0.0592293975600544	-0.1	0.1	0	2.8588495751103e-08	2.8588495751103e-08	TRUE	0.018795656943151	0.00489759005893316	2.57296461759927e-07	6.76424229825205e-08	TRUE	TRUE	SIGNIFICANT
A01	energy	-5	0.0683296465852851	0.00963657329271474	7.09065811152418	1.33475721494956e-12	0.0494423099971836	0.0872169831733865	-0.1	0.1	0	0.000507249603002349	0.000507249603002349	TRUE	1.2012814934546e-11	8.95470030282616e-12	0.00456524642702114	0.000807334202976712	TRUE	TRUE	SIGNIFICANT
A01	energy	0	0.0918550188518654	0.0119322072702995	7.69807436051683	1.38131984665034e-14	0.0684683223460113	0.115241715357719	-0.1	0.1	0	0.24742832152547	0.24742832152547	FALSE	1.24318786198531e-13	1.09268584884281e-13	1	0.290769424409089	TRUE	FALSE	SIGNIFICANT
A01	energy	5	0.0977027494103221	0.00963657329271462	10.1387439749134	3.71849808421362e-24	0.0788154128222209	0.116590085998423	-0.1	0.1	0	0.405789798966196	0.405789798966196	FALSE	3.34664827579226e-23	5.47445551287005e-23	1	0.463509899681215	TRUE	FALSE	SIGNIFICANT
A01	energy	10	0.0876283778631932	0.0117581000279733	7.45259673371716	9.15207061915764e-14	0.0645829252817462	0.11067383044464	-0.1	0.1	0	0.146358790160355	0.146358790160355	FALSE	8.23686355724188e-13	6.73694087243548e-13	1	0.176697400421385	TRUE	FALSE	SIGNIFICANT
A01	energy	15	0.0663028104989952	0.00981701710836282	6.75386522882942	1.43957480902586e-11	0.0470618105309905	0.0855438104669999	-0.1	0.1	0	0.000298990684092796	0.000298990684092796	TRUE	1.29561732812327e-10	8.97617233863183e-11	0.00269091615683516	0.000484602637826244	TRUE	TRUE	SIGNIFICANT
A01	energy	20	0.0392455683795939	0.0148462110238474	2.64347369955567	0.00820601405311517	0.0101475294659716	0.0683436072932163	-0.1	0.1	0	2.13602332083629e-05	2.13602332083629e-05	TRUE	0.0738541264780365	0.0172586803498057	0.000192242098875266	3.8637964506595e-05	FALSE	TRUE	NOT_SIGNIFICANT
A01	flatness	-20	0.0508002306498349	0.0159770531164323	3.1795744984779	0.00147491451316453	0.0194857819625442	0.0821146793371256	-0.1	0.1	0	0.00103708297949828	0.00103708297949828	TRUE	0.0132742306184808	0.00360232576948019	0.00933374681548452	0.00159783133469212	TRUE	TRUE	SIGNIFICANT
A01	flatness	-15	0.0707993918078773	0.0105647834005101	6.70145228007788	2.06358248065352e-11	0.0500927968384109	0.0915059867773437	-0.1	0.1	0	0.00285525224571498	0.00285525224571498	TRUE	1.85722423258817e-10	1.27174269156554e-10	0.0256972702114348	0.00419192157958155	TRUE	TRUE	SIGNIFICANT
A01	flatness	-10	0.0952934465855495	0.0126537194165888	7.53086451882451	5.0405467200702e-14	0.0704926122585602	0.120094280912539	-0.1	0.1	0	0.354964965559774	0.354964965559774	FALSE	4.53649204806318e-13	3.76266163610874e-13	1	0.408094212031844	TRUE	FALSE	SIGNIFICANT
A01	flatness	-5	0.123195700565029	0.0103705951040816	11.8793279776724	1.5158106660203e-32	0.102869707662782	0.143521693467277	-0.1	0.1	0	0.98734636236312	0.98734636236312	FALSE	1.36422959941827e-31	4.4632202943931e-31	1	1	TRUE	FALSE	SIGNIFICANT
A01	flatness	0	0.131093107178686	0.0128410884802594	10.2088781165409	1.80944815044514e-24	0.105925036235086	0.156261178122287	-0.1	0.1	0	0.992269068586473	0.992269068586473	FALSE	1.62850333540063e-23	2.82061035216448e-23	1	1	TRUE	FALSE	SIGNIFICANT
A01	flatness	5	0.100493124256735	0.0103705951040814	9.6901984165966	3.31883280544867e-22	0.0801671313544875	0.120819117158982	-0.1	0.1	0	0.518962653939578	0.518962653939578	FALSE	2.9869495249038e-21	3.90884752641732e-21	1	0.583970714624154	TRUE	FALSE	SIGNIFICANT
A01	flatness	10	0.0549115793705715	0.0126537194165883	4.33956037452401	1.42768040293238e-05	0.0301107450435833	0.0797124136975597	-0.1	0.1	0	0.000183142736581995	0.000183142736581995	TRUE	0.000128491236263914	4.72919133471351e-05	0.00164828462923796	0.000303330157463929	TRUE	TRUE	SIGNIFICANT
A01	flatness	15	0.0211103760222345	0.0105647834005102	1.99818351422283	0.0456967681650045	0.000403781052767928	0.041816970991701	-0.1	0.1	0	4.09515554977556e-14	4.09515554977556e-14	TRUE	0.411270913485041	0.0807309570915079	3.685639994798e-13	2.10721596250587e-13	FALSE	TRUE	NOT_SIGNIFICANT
A01	flatness	20	-0.00317264830486164	0.0159770531164298	-0.198575311838895	0.842594967295762	-0.0344870969921474	0.0281418003824241	-0.1	0.1	6.78912259743925e-10	5.32051632052091e-11	6.78912259743925e-10	TRUE	1	0.882559945981727	6.11021033769532e-09	1.93453493367893e-09	FALSE	TRUE	NOT_SIGNIFICANT
A01	flux	-15	-0.0212882452004087	0.0143767600542698	-1.48074010556268	0.138675842397003	-0.0494661771211516	0.00688968672033417	-0.1	0.1	2.18842306498601e-08	1.63616437855143e-17	2.18842306498601e-08	TRUE	1	0.208210188301449	1.75073845198881e-07	5.24825440924247e-08	FALSE	TRUE	NOT_SIGNIFICANT
