system	feature	region	relative_time_ms	estimate_tts_minus_bf	SE	CI95_low	CI95_high	wald_z	p_raw	p_bonferroni_within_trajectory	p_BH_global
A02	flux	Interior_B	15	-0.113165049188338	0.0146360619395104	-0.141851203465276	-0.0844788949114001	-7.73193292403651	1.05925756423184e-14	8.47406051385472e-14	2.76554930562993e-14
A02	flux	Interior_B	20	-0.112660004810218	0.016879044812698	-0.145742324736544	-0.0795776848838926	-6.67454859326311	2.47994299541952e-11	1.98395439633561e-10	5.80723028382479e-11
A02	tilt	Boundary	-20	0.189170470953063	0.0136059361354606	0.162503326151608	0.215837615754517	13.9035248342843	6.02972316882623e-44	5.42675085194361e-43	3.4989999410342e-43
A02	tilt	Boundary	-15	0.168927906019689	0.010936863047974	0.147492048341813	0.190363763697565	15.4457366137525	8.06015102974771e-54	7.25413592677294e-53	5.93316673023095e-53
A02	tilt	Boundary	-10	0.155255449207519	0.0119051394211008	0.131921804711233	0.178589093703804	13.0410441840221	7.14714514406901e-39	6.43243062966211e-38	3.68959765554212e-38
A02	tilt	Boundary	-5	0.151435394877195	0.0108517790550434	0.130166298761124	0.172704490993267	13.9548910928863	2.93750094652202e-44	2.64375085186982e-43	1.72347841511809e-43
A02	tilt	Boundary	0	0.147598782347137	0.0119962775569109	0.124086510387045	0.171111054307228	12.3037151855583	8.6501946091511e-35	7.78517514823599e-34	4.02158170425446e-34
A02	tilt	Boundary	5	0.132726207554916	0.0108517790550431	0.111457111438846	0.153995303670987	12.2308247229965	2.12767348407399e-34	1.91490613566659e-33	9.74928195872521e-34
A02	tilt	Boundary	10	0.104347747956964	0.0119051394211003	0.0810141034606794	0.127681392453248	8.76493288033415	1.86887969977065e-18	1.68199172979358e-17	5.60663909931194e-18
A02	tilt	Boundary	15	0.0633394798308643	0.0109368630479753	0.0419036221529858	0.0847753375087428	5.79137542026644	6.98123324562133e-09	6.2831099210592e-08	1.49195710491101e-08
A02	tilt	Boundary	20	0.0154119932199701	0.013605936135463	-0.0112551515814895	0.0420791380214297	1.13274037644494	0.257323296491968	1	0.295410860232657
A02	tilt	Interior_A	-20	0.047769311022947	0.0136059361354631	0.0211021662214873	0.0744364558244067	3.51091689299048	0.000446563984056568	0.00401907585650911	0.000728242804769172
A02	tilt	Interior_A	-15	0.03402194995004	0.0109368630479754	0.0125860922721612	0.0554578076279187	3.11075943813139	0.00186606892107017	0.0167946202896315	0.00283928189904456
A02	tilt	Interior_A	-10	0.031773377180801	0.0119051394211003	0.00843973268451639	0.0551070216770857	2.66887904936979	0.00761048506389986	0.0684943655750987	0.0108818986075546
A02	tilt	Interior_A	-5	0.0487152168507342	0.0108517790550428	0.0274461207346643	0.0699843129668042	4.4891456602313	7.15093895070106e-06	6.43584505563095e-05	1.31597140412207e-05
A02	tilt	Interior_A	0	0.0773104364226877	0.0119962775569101	0.0537981644625977	0.100822708382778	6.44453548660644	1.15955002161161e-10	1.04359501945045e-09	2.66428400919431e-10
A02	tilt	Interior_A	5	0.10729545194091	0.0108517790550429	0.0860263558248403	0.128564548056981	9.88736053293026	4.72316692419934e-23	4.25085023177941e-22	1.66146801094623e-22
A02	tilt	Interior_A	10	0.13272913044791	0.0119051394211005	0.109395485951625	0.156062774944195	11.1488934109132	7.25023944191811e-29	6.5252154977263e-28	2.96346547883028e-28
A02	tilt	Interior_A	15	0.150345359872009	0.0109368630479754	0.12890950219413	0.171781217549888	13.746662019311	5.3334040816049e-43	4.80006367344441e-42	3.03946684220495e-42
A02	tilt	Interior_A	20	0.163255660686532	0.0136059361354628	0.136588515885073	0.189922805487991	11.9988554305366	3.60243689068965e-33	3.24219320162069e-32	1.604446682408e-32
A02	tilt	Interior_B	-20	0.0401780434197956	0.0136059361354631	0.0135108986183357	0.0668451882212554	2.95297898062844	0.00314723392139596	0.0283251052925637	0.00466800553639886
A02	tilt	Interior_B	-15	0.0259085257857071	0.0109368630479754	0.00447266810782829	0.0473443834635859	2.36891745576929	0.0178402345659605	0.160562111093644	0.024355297743425
A02	tilt	Interior_B	-10	0.0195465391487921	0.0119051394211003	-0.00378710534749256	0.0428801836450767	1.64185722295267	0.100619596796841	0.905576371171568	0.124308592779314
A02	tilt	Interior_B	-5	0.0269732575303332	0.0108517790550428	0.00570416141426324	0.0482423536464031	2.48560695840917	0.0129330716299798	0.116397644669818	0.0180858257622409
A02	tilt	Interior_B	0	0.0459644270480493	0.0119962775569101	0.0224521550879593	0.0694766990081392	3.83155748356062	0.000127334614695432	0.00114601153225889	0.000216305595476215
A02	tilt	Interior_B	5	0.0715732363902798	0.0108517790550429	0.0503041402742097	0.09284233250635	6.59553019161584	4.2373879010463e-11	3.81364911094167e-10	9.85006836646728e-11
A02	tilt	Interior_B	10	0.0960680724314101	0.0119051394211004	0.0727344279351252	0.119401716927695	8.06946219051756	7.06084948171072e-16	6.35476453353965e-15	1.92899496149829e-15
A02	tilt	Interior_B	15	0.113220906095538	0.0109368630479754	0.0917850484176592	0.134656763773417	10.3522285685471	4.08856138511663e-25	3.67970524660497e-24	1.5404769199847e-24
A02	tilt	Interior_B	20	0.125602846319564	0.0136059361354628	0.0989357015181049	0.152269991121023	9.23147404699265	2.66932793501034e-20	2.40239514150931e-19	8.55691817876299e-20
A03	centroid	Boundary	-20	-0.0472373363639657	0.0144992307008723	-0.0756553063412128	-0.0188193663867187	-3.25792018476704	0.00112231967943188	0.0101008771148869	0.00175627036159145
A03	centroid	Boundary	-15	-0.0618605820457406	0.0109123712113512	-0.0832484366059207	-0.0404727274855605	-5.66884876326351	1.43760190548154e-08	1.29384171493339e-07	3.0355737446423e-08
A03	centroid	Boundary	-10	-0.0725495745650211	0.0122415135395138	-0.0965425002187277	-0.0485566489113146	-5.9265199789913	3.0942175515175e-09	2.78479579636575e-08	6.70273284320549e-09
A03	centroid	Boundary	-5	-0.0797747709712545	0.0107935313803329	-0.10092970374271	-0.0586198381997992	-7.39097966737873	1.4575090834056e-13	1.31175817506504e-12	3.70197994027941e-13
A03	centroid	Boundary	0	-0.101625469161654	0.0123646937546845	-0.125859823600703	-0.0773911147226051	-8.21900414016743	2.05199960178573e-16	1.84679964160715e-15	5.72399888919176e-16
A03	centroid	Boundary	5	-0.150698717052367	0.0107935313803327	-0.171853649823822	-0.129543784280912	-13.9619473684915	2.66063359563651e-44	2.39457023607286e-43	1.56681756187483e-43
A03	centroid	Boundary	10	-0.20000372178751	0.0122415135395135	-0.223996647441216	-0.176010796133804	-16.3381530512491	5.28290872170091e-60	4.75461784953082e-59	4.49188495588473e-59
A03	centroid	Boundary	15	-0.221855355510046	0.0109123712113513	-0.243243210070226	-0.200467500949865	-20.3306276164127	6.89153728565957e-92	6.20238355709361e-91	1.14141086293737e-90
A03	centroid	Boundary	20	-0.225378991130351	0.0144992307008741	-0.253796961107601	-0.1969610211531	-15.5442033980992	1.74174853183066e-54	1.56757367864759e-53	1.31875245981464e-53
A03	centroid	Interior_A	-20	-0.134156227757509	0.0144992307008738	-0.162574197734759	-0.105738257780258	-9.25264453854254	2.19005764415142e-20	1.97105187973628e-19	7.07762531341618e-20
A03	centroid	Interior_A	-15	-0.117531682287	0.0109123712113511	-0.13891953684718	-0.09614382772682	-10.7704989145478	4.74423321779696e-27	4.26980989601727e-26	1.85339823496245e-26
A03	centroid	Interior_A	-10	-0.0978252867708936	0.0122415135395134	-0.121818212424599	-0.0738323611171879	-7.99127382861041	1.33551547155868e-15	1.20196392440281e-14	3.59910101657338e-15
A03	centroid	Interior_A	-5	-0.0738554139019984	0.0107935313803328	-0.0950103466734535	-0.0527004811305433	-6.84256257748717	7.77889059279726e-12	7.00100153351754e-11	1.85156228181851e-11
A03	centroid	Interior_A	0	-0.0520413273267475	0.0123646937546845	-0.0762756817657965	-0.0278069728876985	-4.20886504423379	2.56656618690377e-05	0.000230990956821339	4.56980989605486e-05
A03	centroid	Interior_A	5	-0.0390307733289965	0.0107935313803328	-0.0601857061004517	-0.0178758405575414	-3.61612635880372	0.000299044443354065	0.00269139999018658	0.000493749392453752
A03	centroid	Interior_A	10	-0.0347845377886667	0.0122415135395135	-0.0587774634423725	-0.0107916121349609	-2.84152263332376	0.00448986648268061	0.0404087983441254	0.00658568976703152
A03	centroid	Interior_A	15	-0.0372890451685094	0.0109123712113511	-0.0586768997286894	-0.0159011906083294	-3.41713496052269	0.000632838991323294	0.00569555092190965	0.00102361545900716
A03	centroid	Interior_A	20	-0.0433202346665314	0.0144992307008739	-0.0717382046437817	-0.0149022646892812	-2.98776090678525	0.00281029310337269	0.0252926379303542	0.00419959213755881
A03	centroid	Interior_B	-20	-0.179982277832304	0.0144992307008735	-0.208400247809554	-0.151564307855055	-12.4132294702685	2.21533458862366e-35	1.9938011297613e-34	1.05460538799749e-34
A03	centroid	Interior_B	-15	-0.162265641785814	0.0109123712113511	-0.183653496345994	-0.140877787225634	-14.8698792080152	5.17065457023522e-50	4.6535891132117e-49	3.46892015471477e-49
A03	centroid	Interior_B	-10	-0.138349908061174	0.0122415135395135	-0.16234283371488	-0.114356982407468	-11.3016995500274	1.28702761378413e-29	1.15832485240572e-28	5.3152568984851e-29
A03	centroid	Interior_B	-5	-0.105605333226291	0.0107935313803328	-0.126760265997746	-0.0844504004548361	-9.78413176420811	1.31720914382055e-22	1.18548822943849e-21	4.57284397090539e-22
A03	centroid	Interior_B	0	-0.0756795908333022	0.0123646937546844	-0.099913945272351	-0.0514452363942533	-6.12061991463642	9.32120044981329e-10	8.38908040483196e-09	2.04989055535313e-09
A03	centroid	Interior_B	5	-0.060229945413374	0.0107935313803327	-0.0813848781848291	-0.0390750126419189	-5.58018903091541	2.40257332065187e-08	2.16231598858669e-07	5.03841347900662e-08
A03	centroid	Interior_B	10	-0.0566746084295722	0.0122415135395135	-0.0806675340832781	-0.0326816827758664	-4.62970597930039	3.66185309697429e-06	3.29566778727686e-05	6.85788742542888e-06
A03	centroid	Interior_B	15	-0.0594162236592495	0.0109123712113512	-0.0808040782194295	-0.0380283690990694	-5.44484993302317	5.18490790265814e-08	4.66641711239233e-07	1.07064981366577e-07
A03	centroid	Interior_B	20	-0.0650342172050098	0.0144992307008739	-0.0934521871822601	-0.0366162472277596	-4.48535639901847	7.27921580103339e-06	6.55129422093005e-05	1.33648419441606e-05
A03	cpps	Boundary	-20	0.349146383426577	0.0390187865019576	0.272670967162283	0.425621799690872	8.94816099442408	3.61453602557974e-19	3.25308242302176e-18	1.1073434066805e-18
A03	cpps	Boundary	-15	0.396106621347278	0.0335201289676435	0.330408375813559	0.461804866880998	11.8169778442569	3.18953236962243e-32	2.87057913266019e-31	1.38561652122942e-31
A03	cpps	Boundary	-10	0.438483129321954	0.0354721137000057	0.368959064014433	0.508007194629475	12.3613476498832	4.23005058908208e-35	3.80704553017387e-34	1.98400602850753e-34
A03	cpps	Boundary	-5	0.471145621910485	0.0333513258643816	0.405778224379638	0.536513019441332	14.1267433812476	2.59887648413586e-45	2.33898883572228e-44	1.60163318208373e-44
A03	cpps	Boundary	0	0.486777591696372	0.0356585840948145	0.416888051130843	0.556667132261901	13.6510633849637	1.9895397145073e-42	1.79058574305657e-41	1.12176175392433e-41
A03	cpps	Boundary	5	0.480328222978555	0.0333513258643803	0.41496082544771	0.545695620509399	14.4020727970984	5.02146176955387e-47	4.51931559259848e-46	3.16830325936137e-46
A03	cpps	Boundary	10	0.457995688894099	0.0354721137000049	0.388471623586579	0.527519754201618	12.9114293207184	3.88030787968853e-38	3.49227709171968e-37	1.96486927665757e-37
A03	cpps	Boundary	15	0.42786140181684	0.0335201289676454	0.362163156283117	0.493559647350562	12.7643125188994	2.59431005871903e-37	2.33487905284712e-36	1.28904781042602e-36
A03	cpps	Boundary	20	0.39429074222956	0.0390187865019642	0.317815325965253	0.470766158493868	10.1051513278024	5.24145862636924e-24	4.71731276373231e-23	1.92914796664979e-23
A03	cpps	Interior_A	-20	0.397962057344818	0.0390187865019648	0.321486641080509	0.474437473609127	10.1992422887057	1.99825333367462e-24	1.79842800030716e-23	7.40611375417865e-24
A03	cpps	Interior_A	-15	0.38760049343627	0.0335201289676449	0.321902247902548	0.453298738969992	11.5632160547592	6.32930659013141e-31	5.69637593111827e-30	2.69080146478849e-30
A03	cpps	Interior_A	-10	0.384588570257522	0.0354721137000043	0.315064504950003	0.45411263556504	10.8419975620871	2.1766565340697e-27	1.95899088066273e-26	8.63063314007688e-27
A03	cpps	Interior_A	-5	0.391917287195788	0.033351325864381	0.326549889664942	0.457284684726634	11.7511756141111	6.96431447945773e-32	6.26788303151196e-31	3.00088347488829e-31
A03	cpps	Interior_A	0	0.395143078267938	0.0356585840948157	0.325253537702407	0.46503261883347	11.0812890724224	1.54630052967006e-28	1.39167047670305e-27	6.30414831327023e-28
A03	cpps	Interior_A	5	0.380939324279565	0.0333513258643812	0.315571926748719	0.446306721810411	11.4220143999254	3.24621255769021e-30	2.92159130192119e-29	1.34764437773562e-29
A03	cpps	Interior_A	10	0.357881758561492	0.0354721137000044	0.288357693253973	0.42740582386901	10.0891015852108	6.17319100821569e-24	5.55587190739412e-23	2.266829954518e-23
A03	cpps	Interior_A	15	0.337246689854459	0.0335201289676448	0.271548444320738	0.402944935388181	10.0610200569331	8.21427776905079e-24	7.39284999214571e-23	2.9887189136821e-23
A03	cpps	Interior_A	20	0.319210376013643	0.0390187865019643	0.242734959749335	0.39568579227795	8.18094063477789	2.8163664007218e-16	2.53472976064962e-15	7.78786535156114e-16
A03	cpps	Interior_B	-20	0.346538591663498	0.0390187865019648	0.270063175399189	0.423014007927807	8.8813267333685	6.60675829016223e-19	5.94608246114601e-18	2.01240338723332e-18
A03	cpps	Interior_B	-15	0.343856548686631	0.033520128967645	0.278158303152909	0.409554794220353	10.2582107908515	1.08702113938086e-24	9.78319025442774e-24	4.05719157656236e-24
A03	cpps	Interior_B	-10	0.340545201069573	0.0354721137000043	0.271021135762055	0.410069266377092	9.60036393516444	7.96626403914928e-22	7.16963763523435e-21	2.69497017494624e-21
A03	cpps	Interior_B	-5	0.336352082366394	0.033351325864381	0.270984684835548	0.40171947989724	10.085118766616	6.42873929388961e-24	5.78586536450065e-23	2.35522937264619e-23
A03	cpps	Interior_B	0	0.332532078908202	0.0356585840948157	0.26264253834267	0.402421619473733	9.32544259256069	1.10521346021426e-20	9.94692114192834e-20	3.60839712883095e-20
A03	cpps	Interior_B	5	0.330272325663581	0.0333513258643812	0.264904928132735	0.395639723194428	9.90282446360876	4.04681489018701e-23	3.64213340116831e-22	1.42670414088633e-22
A03	cpps	Interior_B	10	0.328981599373991	0.0354721137000044	0.259457534066472	0.398505664681509	9.2743726002984	1.78667428949933e-20	1.60800686054939e-19	5.79757575572231e-20
A03	cpps	Interior_B	15	0.327802288181683	0.0335201289676448	0.262104042647962	0.393500533715405	9.77926691445886	1.38207937993008e-22	1.24387144193707e-21	4.7875952376663e-22
A03	cpps	Interior_B	20	0.326589584059228	0.0390187865019643	0.25011416779492	0.403065000323536	8.37005999770871	5.75889044156784e-17	5.18300139741106e-16	1.63511353608801e-16
A03	energy	Boundary	-20	-0.161819507666256	0.0140650366922443	-0.189386473024289	-0.134252542308223	-11.5050896209525	1.24360101999082e-30	1.11924091799174e-29	5.25884473879098e-30
A03	energy	Boundary	-15	-0.160636551176898	0.0116066716054801	-0.183385209504023	-0.137887892849773	-13.8400186235176	1.46168718101592e-43	1.31551846291433e-42	8.42058919498304e-43
A03	energy	Boundary	-10	-0.163253292252808	0.0124909242771188	-0.187735053969578	-0.138771530536038	-13.0697527765707	4.90245928868502e-39	4.41221335981652e-38	2.53905871954697e-38
A03	energy	Boundary	-5	-0.169647476504528	0.0115294740395164	-0.192244830382669	-0.147050122626386	-14.7142424644068	5.22278122536867e-49	4.7005031028318e-48	3.38947842789232e-48
A03	energy	Boundary	0	-0.164509041723686	0.0125746507326862	-0.189154904277921	-0.139863179169451	-13.0825933237308	4.14068379269848e-39	3.72661541342863e-38	2.15153177463745e-38
A03	energy	Boundary	5	-0.135937258279408	0.0115294740395162	-0.15853461215755	-0.113339904401267	-11.7904127988402	4.37391890702104e-32	3.93652701631894e-31	1.89496759187015e-31
A03	energy	Boundary	10	-0.100956534669712	0.0124909242771187	-0.125438296386481	-0.0764747729529422	-8.08239105689302	6.35090663066044e-16	5.71581596759439e-15	1.73802780425991e-15
A03	energy	Boundary	15	-0.0782927190143944	0.0116066716054802	-0.101041377341519	-0.0555440606872695	-6.7454927369038	1.52508565199688e-11	1.37257708679719e-10	3.60309983161224e-11
A03	energy	Boundary	20	-0.0645522797914876	0.0140650366922468	-0.0921192451495258	-0.0369853144334495	-4.58955644439031	4.44188876775348e-06	3.99769989097814e-05	8.29918112894012e-06
A03	energy	Interior_A	-20	-0.071118780199005	0.0140650366922466	-0.0986857455570427	-0.0435518148409674	-5.05642336775486	4.27192413471561e-07	3.84473172124405e-06	8.42724488113874e-07
A03	energy	Interior_A	-15	-0.0690908913189224	0.0116066716054799	-0.0918395496460467	-0.0463422329917982	-5.95268770129606	2.63774340349201e-09	2.37396906314281e-08	5.72952460594576e-09
A03	energy	Interior_A	-10	-0.0700182937871272	0.0124909242771183	-0.0945000555038961	-0.0455365320703584	-5.60553344442184	2.07614526521286e-08	1.86853073869157e-07	4.36649599429689e-08
A03	energy	Interior_A	-5	-0.0760697254358295	0.0115294740395159	-0.0986670793139702	-0.0534723715576887	-6.5978487114945	4.17166632121432e-11	3.75449968909288e-10	9.71149260721927e-11
A03	energy	Interior_A	0	-0.0862677100329307	0.0125746507326859	-0.110913572587165	-0.0616218474786961	-6.86044581808468	6.86459767532405e-12	6.17813790779165e-11	1.63884539095574e-11
A03	energy	Interior_A	5	-0.0988766449289217	0.011529474039516	-0.121473998807063	-0.0762792910507808	-8.57598920731619	9.82387602444136e-18	8.84148842199723e-17	2.87131670567312e-17
A03	energy	Interior_A	10	-0.112274635868959	0.0124909242771184	-0.136756397585729	-0.0877928741521904	-8.98849703817601	2.50634227917004e-19	2.25570805125304e-18	7.72303144162862e-19
A03	energy	Interior_A	15	-0.125200827815575	0.0116066716054798	-0.147949486142699	-0.10245216948845	-10.7869708105176	3.96648645306377e-27	3.5698378077574e-26	1.55337769959887e-26
A03	energy	Interior_A	20	-0.137724814206125	0.0140650366922463	-0.165291779564162	-0.110157848848088	-9.79199821654564	1.2186335033908e-22	1.09677015305172e-21	4.23988461792422e-22
A03	energy	Interior_B	-20	-0.0661518163334907	0.0140650366922472	-0.0937187816915296	-0.0385848509754519	-4.70328075076793	2.56013994874743e-06	2.30412595387269e-05	4.81360010908025e-06
A03	energy	Interior_B	-15	-0.0626471066383414	0.0116066716054799	-0.0853957649654656	-0.0398984483112171	-5.39750832691464	6.75727386362331e-08	6.08154647726098e-07	1.38812215027921e-07
A03	energy	Interior_B	-10	-0.0607497607253058	0.0124909242771179	-0.0852315224420739	-0.0362679990085377	-4.86351204903172	1.15321002050249e-06	1.03788901845224e-05	2.2197444619033e-06
A03	energy	Interior_B	-5	-0.0621013049585543	0.0115294740395158	-0.0846986588366948	-0.0395039510804138	-5.3863085814418	7.19194457939707e-08	6.47275012145736e-07	1.47550862983759e-07
A03	energy	Interior_B	0	-0.0684799160304832	0.0125746507326861	-0.0931257785847181	-0.0438340534762482	-5.44587022623849	5.15527137960476e-08	4.63974424164428e-07	1.06591436847485e-07
A03	energy	Interior_B	5	-0.0804841214389811	0.0115294740395161	-0.103081475317122	-0.0578867675608399	-6.98072792940335	2.93654514975624e-12	2.64289063478062e-11	7.10670744004935e-12
A03	energy	Interior_B	10	-0.0938572015756802	0.0124909242771182	-0.118338963292449	-0.0693754398589115	-7.51403174764372	5.73336712220522e-14	5.1600304099847e-13	1.47270657904787e-13
A03	energy	Interior_B	15	-0.104382185007865	0.0116066716054796	-0.127130843334989	-0.0816335266807414	-8.99329183730721	2.39934083721682e-19	2.15940675349514e-18	7.40767365276649e-19
A03	energy	Interior_B	20	-0.112856340111685	0.0140650366922462	-0.140423305469722	-0.0852893747536479	-8.02389233537516	1.02446100370144e-15	9.22014903331296e-15	2.78443247159879e-15
A03	flatness	Boundary	-20	-0.130044936823005	0.0136077776174144	-0.156715690862767	-0.103374182783242	-9.55666240875228	1.2161549622727e-21	1.09453946604543e-20	4.08813190277715e-21
A03	flatness	Boundary	-15	-0.125267107065861	0.00982236388466096	-0.144518586522843	-0.106015627608879	-12.7532545664984	2.98996890357721e-37	2.69097201321949e-36	1.48101263448217e-36
A03	flatness	Boundary	-10	-0.111714105656027	0.0112438748434874	-0.133751695395938	-0.0896765159161152	-9.93555221941415	2.91555968649761e-23	2.62400371784785e-22	1.0324587753967e-22
A03	flatness	Boundary	-5	-0.0878932555453343	0.00969374984106648	-0.106892656108965	-0.0688938549817031	-9.06700265494623	1.22335936602892e-19	1.10102342942603e-18	3.82901848816139e-19
A03	flatness	Boundary	0	-0.0814418581037151	0.0113742727026765	-0.103735022951298	-0.0591486932561321	-7.16018159864859	8.05702571650535e-13	7.25132314485482e-12	1.98923461013098e-12
A03	flatness	Boundary	5	-0.115768387523305	0.0096937498410661	-0.134767788086935	-0.0967689869596744	-11.9425804690018	7.09861609194304e-33	6.38875448274873e-32	3.13522210727484e-32
A03	flatness	Boundary	10	-0.168236030866964	0.0112438748434876	-0.190273620606875	-0.146198441127052	-14.962460291383	1.29161314250592e-50	1.16245182825532e-49	8.73899955993364e-50
A03	flatness	Boundary	15	-0.211721927601425	0.0098223638846613	-0.230973407058408	-0.192470448144442	-21.5550889874943	4.74356912174201e-103	4.26921220956781e-102	9.56889772241854e-102
A03	flatness	Boundary	20	-0.247204313938191	0.0136077776174172	-0.273875067977959	-0.220533559898423	-18.1663987234612	9.52483936569339e-74	8.57235542912405e-73	1.08174961367518e-72
A03	flatness	Interior_A	-20	-0.210471391788962	0.0136077776174169	-0.237142145828729	-0.183800637749194	-15.4669923117772	5.79521484896194e-54	5.21569336406575e-53	4.32600545063356e-53
A03	flatness	Interior_A	-15	-0.215075818910794	0.00982236388466121	-0.234327298367776	-0.195824339453811	-21.8965435852626	2.80250678241505e-106	2.52225610417355e-105	6.65072505080587e-105
A03	flatness	Interior_A	-10	-0.213489261341261	0.0112438748434875	-0.235526851081172	-0.191451671601349	-18.9871609487823	2.17789273674429e-80	1.96010346306986e-79	2.93461817917239e-79
A03	flatness	Interior_A	-5	-0.201792723698831	0.00969374984106626	-0.220792124262461	-0.1827933231352	-20.8167867963709	3.04962030666019e-96	2.74465827599417e-95	5.32845745888978e-95
A03	flatness	Interior_A	0	-0.185155167841302	0.0113742727026765	-0.207448332688885	-0.162862002993719	-16.2784182058281	1.40452684986647e-59	1.26407416487983e-58	1.17536720594089e-58
A03	flatness	Interior_A	5	-0.169937488886665	0.00969374984106628	-0.188936889450296	-0.150938088323035	-17.5306245439456	8.36456587191904e-69	7.52810928472714e-68	8.52542290791748e-68
A03	flatness	Interior_A	10	-0.158180357754345	0.0112438748434875	-0.180217947494257	-0.136142768014434	-14.0681357589073	5.96204266785366e-45	5.36583840106829e-44	3.60442883721951e-44
A03	flatness	Interior_A	15	-0.150315856611486	0.00982236388466122	-0.169567336068469	-0.131064377154503	-15.303429844034	7.25313512815609e-53	6.52782161534048e-52	5.26597481907223e-52
A03	flatness	Interior_A	20	-0.144661936814677	0.0136077776174169	-0.171332690854444	-0.117991182774909	-10.6308275224546	2.14203303017126e-26	1.92782972715414e-25	8.28669712402022e-26
A03	flatness	Interior_B	-20	-0.254474670295595	0.0136077776174167	-0.281145424335362	-0.227803916255828	-18.7006782040508	4.88790680130025e-78	4.39911612117023e-77	6.26755791457048e-77
A03	flatness	Interior_B	-15	-0.249221516951818	0.00982236388466121	-0.268472996408801	-0.229970037494836	-25.3728654200042	5.02745753162033e-142	4.5247117784583e-141	1.9032517798277e-140
A03	flatness	Interior_B	-10	-0.237207956112403	0.0112438748434875	-0.259245545852314	-0.215170366372492	-21.0966378952355	8.53964606184967e-99	7.6856814556647e-98	1.59741614568717e-97
A03	flatness	Interior_B	-5	-0.214820191764213	0.00969374984106626	-0.233819592327844	-0.195820791200582	-22.1606906807267	8.22790999915235e-109	7.40511899923711e-108	2.18039614977537e-107
A03	flatness	Interior_B	0	-0.191030873824125	0.0113742727026765	-0.213324038671708	-0.168737708976542	-16.7949968158556	2.65518714513606e-63	2.38966843062245e-62	2.41242717758076e-62
A03	flatness	Interior_B	5	-0.17558350101601	0.00969374984106626	-0.194582901579641	-0.156584100452379	-18.1130629420799	2.51365369956143e-73	2.26228832960529e-72	2.83454566120757e-72
A03	flatness	Interior_B	10	-0.168718521361696	0.0112438748434875	-0.190756111101607	-0.146680931621784	-15.0053716988337	6.77105718057548e-51	6.09395146251793e-50	4.64050901599785e-50
A03	flatness	Interior_B	15	-0.168119249441438	0.00982236388466124	-0.187370728898421	-0.148867769984455	-17.1159663208951	1.12827688052713e-65	1.01544919247442e-64	1.06783347621318e-64
A03	flatness	Interior_B	20	-0.17074351677124	0.0136077776174169	-0.197414270811007	-0.144072762731472	-12.5474946439969	4.1028680410375e-36	3.69258123693375e-35	1.98284504110931e-35
A03	flux	Boundary	-15	-0.160239431586737	0.0158172097127322	-0.191240592959609	-0.129238270213864	-10.1307015900378	4.03742044986263e-24	3.2299363598901e-23	1.4894428109702e-23
A03	flux	Boundary	-10	-0.169856251088853	0.0135074600453353	-0.196330386300324	-0.143382115877382	-12.5749956334323	2.89816314819501e-36	2.31853051855601e-35	1.40490225781404e-35
A03	flux	Boundary	-5	-0.181477287846841	0.0139618779833009	-0.208842065850654	-0.154112509843029	-12.9980571427352	1.25490985744518e-38	1.00392788595615e-37	6.43647313979949e-38
A03	flux	Boundary	0	-0.199147476477338	0.0137578384767405	-0.226112344396869	-0.172182608557807	-14.4752009419229	1.73817037451915e-47	1.39053629961532e-46	1.10991602228331e-46
A03	flux	Boundary	5	-0.230070242029821	0.0137578384767406	-0.257035109949352	-0.20310537411029	-16.722848027238	8.93455256096002e-63	7.14764204876802e-62	7.93627853180248e-62
A03	flux	Boundary	10	-0.263391992267826	0.0139618779833007	-0.290756770271639	-0.236027214264014	-18.8650833779567	2.20922641506725e-79	1.7673811320538e-78	2.92722499996411e-78
A03	flux	Boundary	15	-0.273254690485458	0.0135074600453367	-0.299728825696932	-0.246780555273984	-20.2299092181876	5.34011778111283e-91	4.27209422489026e-90	8.75338894017464e-90
A03	flux	Boundary	20	-0.263527479738499	0.015817209712734	-0.294528641111375	-0.232526318365623	-16.6608070907943	2.5259272548165e-62	2.0207418038532e-61	2.23123574175458e-61
A03	flux	Interior_A	-15	-0.223293519734763	0.0158172097127337	-0.254294681107638	-0.192292358361887	-14.1171245617992	2.97900700131592e-45	2.38320560105273e-44	1.82177735849704e-44
A03	flux	Interior_A	-10	-0.2169153184598	0.0135074600453372	-0.243389453671275	-0.190441183248326	-16.0589272692078	4.95038754917488e-58	3.96031003933991e-57	4.03646984778875e-57
A03	flux	Interior_A	-5	-0.205812474132976	0.0139618779833009	-0.233177252136788	-0.178447696129163	-14.741030854097	3.51379928418109e-49	2.81103942734487e-48	2.29915261804442e-48
A03	flux	Interior_A	0	-0.191440534118665	0.0137578384767393	-0.218405402038193	-0.164475666199137	-13.9150153886701	5.13488832672588e-44	4.1079106613807e-43	3.00164427922579e-43
A03	flux	Interior_A	5	-0.18654214710318	0.0137578384767392	-0.213507015022708	-0.159577279183652	-13.5589720302773	7.01117661564381e-42	5.60894129251505e-41	3.83084907865074e-41
A03	flux	Interior_A	10	-0.188776812354787	0.0139618779833007	-0.216141590358599	-0.161412034350975	-13.5208753851434	1.17766053769596e-41	9.42128430156765e-41	6.39071759364017e-41
A03	flux	Interior_A	15	-0.181379145554504	0.013507460045337	-0.207853280765978	-0.15490501034303	-13.4280719651004	4.14051688669673e-41	3.31241350935739e-40	2.22412900332696e-40
