system	feature	region	estimate_tts_minus_bf	SE	CI95_low	CI95_high	wald_z	p_raw	p_BH
A07	flatness	Boundary	-0.0823443784709888	0.00694668119745221	-0.0959596234300767	-0.0687291335119009	-11.8537724893997	2.0571672063044e-32	5.97242092152891e-32
A07	flatness	Interior_A	-0.0934397112581157	0.00694668119745208	-0.107054956217203	-0.0798244662990281	-13.4509859603731	3.03794328357959e-41	9.94235983716957e-41
A07	flatness	Interior_B	-0.0982632798042204	0.00694668119745208	-0.111878524763308	-0.0846480348451328	-14.1453561796188	1.99503971136969e-45	7.64057761801159e-45
A07	flux	Boundary	-0.216014601952679	0.014771036307723	-0.24496530113015	-0.187063902775209	-14.6242008652932	1.96868838495092e-48	8.43723593550393e-48
A07	flux	Interior_A	-0.249877178872606	0.014771036307723	-0.278827878050077	-0.220926479695136	-16.9166992529805	3.38899080607364e-64	1.79417160321546e-63
A07	flux	Interior_B	-0.20510638525462	0.014771036307723	-0.234057084432091	-0.17615568607715	-13.8857139730528	7.7325998931603e-44	2.84054689952827e-43
A07	tilt	Boundary	0.0191841601318214	0.0102284244173094	-0.000863183344695161	0.039231503608338	1.87557333848567	0.0607138902772543	0.0714281062085345
A07	tilt	Interior_A	0.0205634180398524	0.0102284244173099	0.000516074563334881	0.0406107615163699	2.01041892679504	0.0443868689574775	0.053264242748973
A07	tilt	Interior_B	0.0147999669488044	0.0102284244173099	-0.00524737652771315	0.0348473104253219	1.44694493941392	0.14791234530798	0.16850773516099
A08	centroid	Boundary	0.0729887319928263	0.00867427671918132	0.0559874620312966	0.0899900019543559	8.41438823728406	3.94950623449164e-17	8.36366026127641e-17
A08	centroid	Interior_A	0.138816498517857	0.00867427671918147	0.121815228556327	0.155817768479387	16.0032361212194	1.21302536930535e-57	5.90120449932334e-57
A08	centroid	Interior_B	0.14251379356552	0.00867427671918147	0.12551252360399	0.15951506352705	16.4294728170682	1.17677525436587e-60	5.88387627182933e-60
A08	cpps	Boundary	0.636653407416544	0.0366836550552858	0.564754764686893	0.708552050146194	17.3552337262207	1.80066136635565e-67	1.01287201857506e-66
A08	cpps	Interior_A	0.67050077775817	0.0366836550552865	0.598602135028518	0.742399420487822	18.2779163294292	1.24076494831728e-74	7.9763460963254e-74
A08	cpps	Interior_B	0.652981244742164	0.0366836550552865	0.581082602012511	0.724879887471816	17.8003321576884	7.02509784543314e-71	4.07908907154182e-70
A08	energy	Boundary	-0.101441794831454	0.00990486493406373	-0.120854973373953	-0.0820286162889555	-10.2416131372561	1.29066215782635e-24	3.31884554869634e-24
A08	energy	Interior_A	-0.139511031811784	0.00990486493406392	-0.158924210354283	-0.120097853269285	-14.085101890889	4.68981894681938e-45	1.75868210505727e-44
A08	energy	Interior_B	-0.197010512077912	0.00990486493406392	-0.216423690620411	-0.177597333535413	-19.8902774938779	4.94009476327927e-88	3.70507107245946e-87
A08	flatness	Boundary	-0.190123059367442	0.00713606274850258	-0.204109485345925	-0.176136633388959	-26.642571130325	2.18206290300888e-156	3.92771322541599e-155
A08	flatness	Interior_A	-0.273963681936417	0.00713606274850258	-0.2879501079149	-0.259977255957934	-38.3914339870267	1.87744945419674e-322	6.75881803510825e-321
A08	flatness	Interior_B	-0.326552216900684	0.00713606274850258	-0.340538642879167	-0.312565790922201	-45.7608387719415	0	0
A08	flux	Boundary	-0.215151454064415	0.0150605757755265	-0.244669640170883	-0.185633267957947	-14.2857389565435	2.68545730836503e-46	1.07418292334601e-45
A08	flux	Interior_A	-0.292405508971859	0.0150605757755264	-0.321923695078327	-0.262887322865391	-19.4152941647172	5.7306909898047e-84	4.12609751265938e-83
A08	flux	Interior_B	-0.307181757201382	0.0150605757755264	-0.33669994330785	-0.277663571094914	-20.3964152353694	1.79932451403852e-92	1.40816701098667e-91
A08	tilt	Boundary	0.535952082928938	0.0124734826499538	0.511504506173243	0.560399659684632	42.9673169851181	0	0
A08	tilt	Interior_A	0.588125248202628	0.0124734826499534	0.563677671446934	0.612572824958322	47.1500433926387	0	0
A08	tilt	Interior_B	0.552708070971837	0.0124734826499534	0.528260494216144	0.577155647727531	44.3106457500787	0	0
A09	centroid	Boundary	0.0276812038653158	0.00819428741980408	0.0116206956435302	0.0437417120871014	3.3781099499165	0.000729858921257948	0.00105099684661144
A09	centroid	Interior_A	0.0999042903600288	0.00819428741980366	0.083843782138244	0.115964798581814	12.1919436360731	3.43138399820691e-34	1.06491227530559e-33
A09	centroid	Interior_B	0.135071086959387	0.00819428741980366	0.119010578737602	0.151131595181172	16.4835671534967	4.81576618055557e-61	2.47667975000001e-60
A09	cpps	Boundary	-0.0848290109222548	0.0334120721158455	-0.150315468918167	-0.0193425529263426	-2.53887309437552	0.0111210154970231	0.0139012693712789
A09	cpps	Interior_A	-0.177047959753271	0.033412072115846	-0.242534417749185	-0.111561501757358	-5.2989218728911	1.16488461614215e-07	2.01614645101526e-07
A09	cpps	Interior_B	-0.0264557516173728	0.033412072115846	-0.091942209613286	0.0390307063785404	-0.791802182326366	0.428476029665857	0.459081460356275
A09	energy	Boundary	-0.117264369376243	0.0101020849713303	-0.137064092088814	-0.0974646466636721	-11.6079373425425	3.75566051991543e-31	1.05627952122621e-30
A09	energy	Interior_A	-0.103627640689376	0.0101020849713303	-0.123427363401947	-0.0838279179768052	-10.2580448475212	1.08889041107995e-24	2.84058368107814e-24
A09	energy	Interior_B	-0.143965286491153	0.0101020849713303	-0.163765009203724	-0.124165563778583	-14.2510468779194	4.41611043884521e-46	1.7280432152003e-45
A09	flatness	Boundary	0.040013836497406	0.00837172344738842	0.0236055600519952	0.0564221129428168	4.77964146198456	1.75608076489217e-06	2.98202394038293e-06
A09	flatness	Interior_A	0.0077204710725326	0.0083717234473883	-0.00868780537287796	0.0241287475179432	0.922208087862856	0.356420045176497	0.388821867465269
A09	flatness	Interior_B	0.0669346557485644	0.0083717234473883	0.0505263793031538	0.0833429321939749	7.99532571390014	1.29231766477437e-15	2.70485092627193e-15
A09	flux	Boundary	-0.0860778962676458	0.0125602368444108	-0.110695508119984	-0.0614602844153076	-6.8532064589172	7.22127466744748e-12	1.39766606466725e-11
A09	flux	Interior_A	-0.106176185982339	0.0125602368444108	-0.130793797834677	-0.081558574130001	-8.45335858691125	2.83040695013513e-17	6.06515775028956e-17
A09	flux	Interior_B	-0.120204631194798	0.0125602368444108	-0.144822243047136	-0.0955870193424598	-9.57025195335292	1.06645460783673e-21	2.52581354487647e-21
A09	tilt	Boundary	0.274619051102751	0.0108853339891511	0.253284188524325	0.295953913681177	25.2283532481824	1.95753166641564e-140	2.51682642824868e-139
A09	tilt	Interior_A	0.291921270628349	0.0108853339891517	0.270586408049922	0.313256133206776	26.8178515164787	2.00094577143725e-158	4.50212798573381e-157
A09	tilt	Interior_B	0.286426505709878	0.0108853339891517	0.265091643131451	0.307761368288305	26.3130654507552	1.35924765630796e-152	2.03887148446194e-151
A10	centroid	Boundary	-0.0194023593146741	0.00764986787612384	-0.0343958248383667	-0.00440889379098145	-2.53629992424198	0.011203073917185	0.0139072641730572
A10	centroid	Interior_A	0.00233580669327213	0.00764986787612353	-0.0126576588304199	0.0173292722169642	0.305339481818053	0.760107608615475	0.786318215809113
A10	centroid	Interior_B	-0.00200599121674074	0.00764986787612353	-0.0169994567404328	0.0129874743069513	-0.262225603007048	0.793147515491146	0.806590693719809
A10	cpps	Boundary	-0.0397264913813086	0.0315960603527231	-0.101653631726	0.0222006489633825	-1.25732420237907	0.208636263589111	0.231818070654568
A10	cpps	Interior_A	-0.0826723262533275	0.0315960603527237	-0.14459946659802	-0.0207451859086352	-2.61653906627637	0.00888261991801773	0.0112596590510084
A10	cpps	Interior_B	-0.0350824877439731	0.0315960603527237	-0.0970096280886655	0.0268446526007192	-1.11034373755236	0.266850932620391	0.29288516994921
A10	energy	Boundary	-0.0390612339672587	0.010232086371936	-0.0591157547429564	-0.0190067131915609	-3.81752387024346	0.000134797748852883	0.000202196623279324
A10	energy	Interior_A	-0.0460437932822702	0.010232086371936	-0.0660983140579678	-0.0259892725065726	-4.49994181133544	6.79720663811835e-06	1.11227017714664e-05
A10	energy	Interior_B	-0.0437878254145336	0.010232086371936	-0.0638423461902312	-0.023733304638836	-4.27946205913904	1.87345569686341e-05	2.88223953363602e-05
A10	flatness	Boundary	-0.00365824457554977	0.0078535995145681	-0.0190510167731045	0.011734527622005	-0.465804828571139	0.6413552085374	0.667305997322151
A10	flatness	Interior_A	0.0247195833389988	0.00785359951456809	0.00932681114144412	0.0401123555365535	3.14754824117846	0.00164645935313035	0.00226231056155316
A10	flatness	Interior_B	0.0351644972309105	0.00785359951456808	0.0197717250333558	0.0505572694284652	4.47750068814713	7.55219842517302e-06	1.20300505887712e-05
A10	flux	Boundary	-0.0506837627416136	0.0136083224908939	-0.0773555847137721	-0.0240119407694551	-3.72446808014205	0.000195727474093366	0.000286430449892731
A10	flux	Interior_A	-0.0251952250449631	0.0136083224908939	-0.0518670470171216	0.00147659692719541	-1.85145708163681	0.0641038236511029	0.0749265471246658
A10	flux	Interior_B	-0.0259906568746353	0.0136083224908939	-0.0526624788467938	0.000681165097523223	-1.90990894667782	0.0561449379394477	0.0664874265072407
A10	tilt	Boundary	-0.0185339345987325	0.0104080491474542	-0.0389333360770655	0.00186546687960057	-1.78073088781156	0.0749564246333326	0.0870461705419346
A10	tilt	Interior_A	-0.00578984748408934	0.0104080491474542	-0.0261892489624224	0.0146095539942437	-0.556285563419493	0.578015654633156	0.607766789466445
A10	tilt	Interior_B	-0.0144622740375938	0.0104080491474542	-0.0348616755159268	0.0059371274407393	-1.38952783876229	0.164672301647147	0.18525633935304
A11	centroid	Boundary	-0.0526168157824747	0.00764342054248941	-0.0675976447644475	-0.0376359868005018	-6.88393573138889	5.82211494978209e-12	1.15162713292393e-11
A11	centroid	Interior_A	-0.0286264465187936	0.00764342054248934	-0.0436072755007663	-0.0136456175368209	-3.74524028341248	0.000180221202690873	0.000265900135117682
A11	centroid	Interior_B	-0.0150172396600923	0.00764342054248935	-0.029998068642065	-3.64106781195819e-05	-1.96472764734222	0.0494457682393793	0.0589419753846906
A11	cpps	Boundary	-0.321529645259875	0.0325017425341883	-0.385231890061678	-0.257827400458073	-9.89268944339404	4.47832078688524e-23	1.0893212724856e-22
A11	cpps	Interior_A	-0.450806556516446	0.0325017425341885	-0.514508801318249	-0.387104311714643	-13.8702272975747	9.59721921471697e-44	3.45499891729811e-43
A11	cpps	Interior_B	-0.23454838955506	0.0325017425341885	-0.298250634356862	-0.170846144753257	-7.2164866024749	5.33479164784325e-13	1.06695832956865e-12
A11	energy	Boundary	-0.0298458759481112	0.0104889708739486	-0.05040388109594	-0.00928787080028235	-2.84545322003317	0.00443482729705272	0.00578455734398181
A11	energy	Interior_A	-0.0399441981726433	0.0104889708739486	-0.0605022033204722	-0.0193861930248143	-3.80820946617864	0.000139976680429424	0.000208229772539639
A11	energy	Interior_B	-0.0589179958273218	0.0104889708739486	-0.0794760009751507	-0.0383599906794928	-5.61713789993029	1.94146473197733e-08	3.52993587632242e-08
A11	flatness	Boundary	-0.000242678052837602	0.00799080489222539	-0.0159043678490858	0.0154190117434106	-0.0303696631454129	0.975772238993772	0.975772238993772
A11	flatness	Interior_A	0.0230437648189526	0.00799080489222529	0.00738207502270454	0.0387054546152006	2.88378519182381	0.00392926678034052	0.0051625402953379
A11	flatness	Interior_B	0.0428827756645674	0.00799080489222529	0.0272210858683193	0.0585444654608154	5.36651516873982	8.02724524951465e-08	1.40281955816761e-07
A11	flux	Boundary	-0.0116606291480681	0.0144183464972969	-0.0399200689993892	0.016598810703253	-0.808735533596326	0.418667284476199	0.453976573528409
A11	flux	Interior_A	0.0640748653074341	0.0144183464972972	0.0358154254561122	0.0923343051587559	4.44398151476281	8.83091953658252e-06	1.3943557163025e-05
A11	flux	Interior_B	0.0801046893174357	0.0144183464972972	0.0518452494661138	0.108364129168757	5.55574727881949	2.76426574612726e-08	4.97567834302906e-08
A11	tilt	Boundary	-0.0648141864336544	0.010436561930958	-0.0852694719407539	-0.0443589009265548	-6.21030056281233	5.28833543644283e-10	9.91562894333031e-10
A11	tilt	Interior_A	-0.0813268326173936	0.010436561930958	-0.101782118124493	-0.0608715471102941	-7.79249269590912	6.5699970021457e-15	1.34386302316616e-14
A11	tilt	Interior_B	-0.068756174345244	0.010436561930958	-0.0892114598523435	-0.0483008888381444	-6.58800999793737	4.45760637160537e-11	8.53584198818050e-11
A12	centroid	Boundary	0.0769378663914873	0.00768863094779316	0.0618684266433926	0.0920073061395819	10.0067056038852	1.42416130903673e-23	3.56040327259183e-23
A12	centroid	Interior_A	0.0924736334600131	0.00768863094779305	0.0774041937119186	0.107543073208108	12.0273211301105	2.55310883158e-33	7.65932649473999e-33
A12	centroid	Interior_B	0.105860019598707	0.00768863094779305	0.0907905798506126	0.120929459346801	13.7683835155455	3.94951622903484e-43	1.36714023312744e-42
A12	cpps	Boundary	0.00867378856221621	0.0315918699954359	-0.0532451388331097	0.0705927159575421	0.274557617623437	0.783656131543154	0.801466498169135
A12	cpps	Interior_A	-0.0493270814908424	0.0315918699954355	-0.111246008886168	0.0125918459044828	-1.5613853025468	0.118432867567952	0.13578290549192
A12	cpps	Interior_B	0.0213953751653565	0.0315918699954355	-0.0405235522299687	0.0833143025606817	0.677243074514037	0.49825174211711	0.530682328882129
A12	energy	Boundary	-0.0509177597386654	0.0103974597981985	-0.0712964064738375	-0.0305391130034933	-4.8971345623753	9.72442500198786e-07	1.66704428605506e-06
A12	energy	Interior_A	-0.0492586767046154	0.0103974597981988	-0.0696373234397881	-0.0288800299694428	-4.73756837349339	2.16297890219799e-06	3.60496483699665e-06
A12	energy	Interior_B	-0.0295039632869158	0.0103974597981988	-0.0498826100220884	-0.00912531655174314	-2.83761263419619	0.00454523069528233	0.0058859102528836
A12	flatness	Boundary	0.0717931344785472	0.00826770811114884	0.0555887243460058	0.0879975446110886	8.68355939921676	3.83572471441422e-18	8.41988351944584e-18
A12	flatness	Interior_A	0.0973137546549981	0.00826770811114895	0.0811093445224565	0.11351816478754	11.7703423181778	5.54988513503086e-32	1.58568146715167e-31
A12	flatness	Interior_B	0.112581162479953	0.00826770811114895	0.0963767523474111	0.128785572612494	13.6169735271783	3.17452879831384e-42	1.05817626610461e-41
A12	flux	Boundary	-0.0610197813709067	0.0136159777143912	-0.0877066073054133	-0.0343329554364	-4.4814836400924	7.41259160800838e-06	1.19130936557278e-05
A12	flux	Interior_A	-0.0806748142735611	0.0136159777143911	-0.107361640208068	-0.0539879883390546	-5.92501074588965	3.12276968892775e-09	5.7543584421545e-09
A12	flux	Interior_B	-0.0603793305681038	0.0136159777143911	-0.0870661565026103	-0.0336925046335973	-4.43444692952804	9.23089545671212e-06	1.44483581061581e-05
A12	tilt	Boundary	0.0414609759092734	0.0101436001367268	0.0215798849677133	0.0613420668508334	4.08740243605978	4.36230032130456e-05	6.59843746079681e-05
A12	tilt	Interior_A	0.0369603258969638	0.0101436001367266	0.017079234955404	0.0568414168385236	3.64370888035528	0.000268737367848742	0.000390102630748174
